"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations"
"Mustikaingtyas D.A.E.P.; Putri T.A.; Awaludin A.; Arnuphapprasert A.; Wibowo S.E.; Priyowidodo D.; Nugraheni Y.R.","Mustikaingtyas, Diah Adhenia Ernis Putri (60530275600); Putri, Tabitha Andrea (60530275500); Awaludin, Aan (57202426366); Arnuphapprasert, Apinya (57218515740); Wibowo, Sarwo Edy (58905893600); Priyowidodo, Dwi (57195483635); Nugraheni, Yudhi Ratna (57202464831)","60530275600; 60530275500; 57202426366; 57218515740; 58905893600; 57195483635; 57202464831","Molecular Detection and Phylogenetic Analysis of Theileria orientalis in Australian-Imported Buffaloes in Jambi Province, Indonesia","2026","BIO Web of Conferences","0","10.1051/bioconf/202622901010","https://www.scopus.com/pages/publications/105033622804?origin=resultslist","Faculty of Veterinary Medicine, Gadjah Mada University, Yogyakarta, Indonesia; Livestock Study Program, Department of Animal Science, Politeknik Negeri Jember, Jember, Indonesia; Faculty of Veterinary Science, Rajamangala University of Technology, Srivijaya, Thailand; Department of Animal Health, Faculty of Animal Science, Jambi University, Jambi, Indonesia; Department of Parasitology, Faculty of Veterinary Medicine, Gadjah Mada University, Yogyakarta, Indonesia","Mustikaingtyas D.A.E.P., Faculty of Veterinary Medicine, Gadjah Mada University, Yogyakarta, Indonesia; Putri T.A., Faculty of Veterinary Medicine, Gadjah Mada University, Yogyakarta, Indonesia; Awaludin A., Livestock Study Program, Department of Animal Science, Politeknik Negeri Jember, Jember, Indonesia; Arnuphapprasert A., Faculty of Veterinary Science, Rajamangala University of Technology, Srivijaya, Thailand; Wibowo S.E., Department of Animal Health, Faculty of Animal Science, Jambi University, Jambi, Indonesia; Priyowidodo D., Department of Parasitology, Faculty of Veterinary Medicine, Gadjah Mada University, Yogyakarta, Indonesia; Nugraheni Y.R., Department of Parasitology, Faculty of Veterinary Medicine, Gadjah Mada University, Yogyakarta, Indonesia"
"Hidayat W.N.; Patmanthara S.; Soraya D.U.; Kurubacak G.; Gumilang M.A.; Rachmawati R.; Yaumal Atsal M.D.","Hidayat, Wahyu Nur (57210040496); Patmanthara, Syaad (57193692072); Soraya, Dila Umnia (57213590304); Kurubacak, Gulsun (8675840900); Gumilang, Mukhamad Angga (57205056942); Rachmawati, Rina (57203193674); Yaumal Atsal, Mohammad Dzaki (59509911000)","57210040496; 57193692072; 57213590304; 8675840900; 57205056942; 57203193674; 59509911000","Virtual Entrepreneurship Laboratory Development to Optimize Vocational Entrepreneurship Subject","2023","ICEEIE 2023 - International Conference on Electrical, Electronics and Information Engineering","1","10.1109/ICEEIE59078.2023.10334833","https://www.scopus.com/pages/publications/85181067090?origin=resultslist","Universitas Negeri Malang, Department of Electrical Engineering and Informatics, Malang, Indonesia; Anadolu University, Department of Distance Education, Eskisehir, Turkey; Politeknik Negeri Jember, Department of Information Technology, Jember, Indonesia; Universitas Negeri Semarang, Department of Fashion, Semarang, Indonesia","Hidayat W.N., Universitas Negeri Malang, Department of Electrical Engineering and Informatics, Malang, Indonesia; Patmanthara S., Universitas Negeri Malang, Department of Electrical Engineering and Informatics, Malang, Indonesia; Soraya D.U., Universitas Negeri Malang, Department of Electrical Engineering and Informatics, Malang, Indonesia; Kurubacak G., Anadolu University, Department of Distance Education, Eskisehir, Turkey; Gumilang M.A., Politeknik Negeri Jember, Department of Information Technology, Jember, Indonesia; Rachmawati R., Universitas Negeri Semarang, Department of Fashion, Semarang, Indonesia; Yaumal Atsal M.D., Universitas Negeri Malang, Department of Electrical Engineering and Informatics, Malang, Indonesia"
"Wijaya R.; Yonemura S.; Hashimoto A.; Yamamoto Y.; Yoshino T.; Hamid N.A.H.; Sukoco A.","Wijaya, Rizza (57205073081); Yonemura, Seiichiro (59723443300); Hashimoto, Atsushi (57206463281); Yamamoto, Yukihiro (56003834800); Yoshino, Tomoyuki (59037150200); Hamid, Nur Ain Hannani (60173188500); Sukoco, Aji (57192249832)","57205073081; 59723443300; 57206463281; 56003834800; 59037150200; 60173188500; 57192249832","Impact of Low-Pressure Cold Plasma Treatments on the Physical, Biochemical, Antioxidant Activity, and Microbial Load of Dried Chili Pods (Capsicum annuum L.)","2026","New Zealand Journal of Crop and Horticultural Science","0","10.1002/nzc2.70062","https://www.scopus.com/pages/publications/105034974797?origin=resultslist","Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Department of Agricultural Engineering, Politeknik Negeri Jember, Jember, Indonesia; Study Program of Agricultural Product Technology, Universitas Jember, Jember, Indonesia","Wijaya R., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan, Department of Agricultural Engineering, Politeknik Negeri Jember, Jember, Indonesia; Yonemura S., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Hashimoto A., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Yamamoto Y., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Yoshino T., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Hamid N.A.H., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Sukoco A., Study Program of Agricultural Product Technology, Universitas Jember, Jember, Indonesia"
"Wardhana A.H.; Putra F.L.; Yudhana A.; Sawitri D.H.; Wiedosari E.; Mujiyanto M.; Priyambodo S.; Mufasirin M.; Hamid P.H.; Nugraheni Y.R.; Awaludin A.; Priyono P.; Dargantes A.P.; Matsubayashi M.","Wardhana, April Hari (16243031900); Putra, Frenky Laksana (59339345700); Yudhana, Aditya (57210724421); Sawitri, Dyah Haryuningtyas (57281976600); Wiedosari, Ening (11641468200); Mujiyanto, Mujiyanto (58560810100); Priyambodo, Swastiko (57214730536); Mufasirin, Mufasirin (57201070580); Hamid, Penny Humaidah (56451212200); Nugraheni, Yudhi Ratna (57202464831); Awaludin, Aan (57202426366); Priyono, Priyono (57706052200); Dargantes, Alan Payot (6506730472); Matsubayashi, Makoto (7007040306)","16243031900; 59339345700; 57210724421; 57281976600; 11641468200; 58560810100; 57214730536; 57201070580; 56451212200; 57202464831; 57202426366; 57706052200; 6506730472; 7007040306","Detection of Trypanosoma lewisi from rodents residing in the densely populated residential regions along the coastal areas of Banyuwangi Sub District, Indonesia","2024","Open Veterinary Journal","4","10.5455/OVJ.2024.v14.i8.9","https://www.scopus.com/pages/publications/85204692334?origin=resultslist","Veterinary Medicine Study Program, Department of Health and Life Sciences, Faculty of Health, Medicine, and Life Sciences, Universitas Airlangga, Surabaya, Indonesia; Department of Parasitology, Faculty of Veterinary Medicine, Universitas Airlangga, Surabaya, Indonesia; Department of Health and Life Sciences, Faculty of Health Science, Medicine and Life Sciences, Universitas Airlangga, Banyuwangi, Indonesia; Research Group for Animal Biomedical and Conservation, Universitas Airlangga, Surabaya, Indonesia; Research Center for Public Health and Nutrition, Organization for Health, National Research and Innovation Agency, Cibinong, Indonesia; Faculty of Agriculture, IPB University, Bogor, Indonesia; Faculty of Agriculture, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Animal Science, Politeknik Negeri Jember, Jember Regency, Indonesia; Research Center for Behavioral and Circular Economics, Research Organization of Governance, Economy, Community Welfare, National Research and Innovation Agency, Jakarta, Indonesia; Department of Veterinary Immunology, Osaka Metropolitan University, Osaka, Japan; Department of Immunology and Epidemiology, Osaka Metropolitan University, Osaka, Japan","Wardhana A.H., Veterinary Medicine Study Program, Department of Health and Life Sciences, Faculty of Health, Medicine, and Life Sciences, Universitas Airlangga, Surabaya, Indonesia, Department of Parasitology, Faculty of Veterinary Medicine, Universitas Airlangga, Surabaya, Indonesia; Putra F.L., Department of Health and Life Sciences, Faculty of Health Science, Medicine and Life Sciences, Universitas Airlangga, Banyuwangi, Indonesia; Yudhana A., Veterinary Medicine Study Program, Department of Health and Life Sciences, Faculty of Health, Medicine, and Life Sciences, Universitas Airlangga, Surabaya, Indonesia, Research Group for Animal Biomedical and Conservation, Universitas Airlangga, Surabaya, Indonesia; Sawitri D.H., Veterinary Medicine Study Program, Department of Health and Life Sciences, Faculty of Health, Medicine, and Life Sciences, Universitas Airlangga, Surabaya, Indonesia; Wiedosari E., Veterinary Medicine Study Program, Department of Health and Life Sciences, Faculty of Health, Medicine, and Life Sciences, Universitas Airlangga, Surabaya, Indonesia; Mujiyanto M., Research Center for Public Health and Nutrition, Organization for Health, National Research and Innovation Agency, Cibinong, Indonesia; Priyambodo S., Faculty of Agriculture, IPB University, Bogor, Indonesia; Mufasirin M., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Airlangga, Surabaya, Indonesia, Department of Health and Life Sciences, Faculty of Health Science, Medicine and Life Sciences, Universitas Airlangga, Banyuwangi, Indonesia; Hamid P.H., Faculty of Agriculture, Universitas Sebelas Maret, Surakarta, Indonesia; Nugraheni Y.R., Department of Parasitology, Faculty of Veterinary Medicine, Universitas Gadjah Mada, Yogyakarta, Indonesia; Awaludin A., Department of Animal Science, Politeknik Negeri Jember, Jember Regency, Indonesia; Priyono P., Research Center for Behavioral and Circular Economics, Research Organization of Governance, Economy, Community Welfare, National Research and Innovation Agency, Jakarta, Indonesia; Dargantes A.P., Department of Veterinary Immunology, Osaka Metropolitan University, Osaka, Japan; Matsubayashi M., Department of Immunology and Epidemiology, Osaka Metropolitan University, Osaka, Japan"
"Elisanti A.D.; Jayanti R.D.; Amareta D.I.; Ardianto E.T.; Wikurendra E.A.","Elisanti, Alinea Dwi (57203529774); Jayanti, Resy Dwi (58561791500); Amareta, Dahlia Indah (57478990900); Ardianto, Efri Tri (57478845800); Wikurendra, Edza Aria (57225988981)","57203529774; 58561791500; 57478990900; 57478845800; 57225988981","Macronutrient intake in stunted and non-stunted toddlers in Jember, Indonesia","2023","Journal of Public Health Research","6","10.1177/22799036231197178","https://www.scopus.com/pages/publications/85169699369?origin=resultslist","Department of Health, Politeknik Negeri Jember, East Java, Jember, Indonesia; Doctoral School of Economic and Regional Science, Faculty of Economy Science, Hungarian University of Agriculture and Life Science, Kaposvár, Hungary; Department of Public Health, Faculty of Health, Universitas Nahdlatul Ulama Surabaya, Surabaya, Indonesia","Elisanti A.D., Department of Health, Politeknik Negeri Jember, East Java, Jember, Indonesia; Jayanti R.D., Department of Health, Politeknik Negeri Jember, East Java, Jember, Indonesia; Amareta D.I., Department of Health, Politeknik Negeri Jember, East Java, Jember, Indonesia; Ardianto E.T., Department of Health, Politeknik Negeri Jember, East Java, Jember, Indonesia; Wikurendra E.A., Doctoral School of Economic and Regional Science, Faculty of Economy Science, Hungarian University of Agriculture and Life Science, Kaposvár, Hungary, Department of Public Health, Faculty of Health, Universitas Nahdlatul Ulama Surabaya, Surabaya, Indonesia"
"Budiati T.; Suryaningsih W.; Bethiana T.N.","Budiati, Titik (54961021100); Suryaningsih, Wahyu (57205075774); Bethiana, Titania Nur (57199275854)","54961021100; 57205075774; 57199275854","Antimicrobial of tropical fruit and vegetable waste extract for food-borne pathogenic bacteria","2022","Italian Journal of Food Safety","16","10.4081/ijfs.2022.10510","https://www.scopus.com/pages/publications/85137687631?origin=resultslist","Food Engineering Department, Politeknik Negeri Jember, East Java, Jember, Indonesia; Chemical and Biomolecular Engineering Department, Johns Hopkins University, Baltimore, MD, United States","Budiati T., Food Engineering Department, Politeknik Negeri Jember, East Java, Jember, Indonesia; Suryaningsih W., Food Engineering Department, Politeknik Negeri Jember, East Java, Jember, Indonesia; Bethiana T.N., Chemical and Biomolecular Engineering Department, Johns Hopkins University, Baltimore, MD, United States"
"Wijaya R.; Hidayat E.; Yonemura S.; Samitsu S.; Harada H.; Mitoma Y.","Wijaya, Rizza (57205073081); Hidayat, Endar (57214723053); Yonemura, Seiichiro (59723443300); Samitsu, Sadaki (55906956800); Harada, Hiroyuki (57192973645); Mitoma, Yoshiharu (35597659000)","57205073081; 57214723053; 59723443300; 55906956800; 57192973645; 35597659000","Surface modification of sodium alginate-polyvinyl alcohol hydrogel beads using low-pressure cold plasma and application for methylene blue removal from water","2025","Desalination and Water Treatment","7","10.1016/j.dwt.2025.101152","https://www.scopus.com/pages/publications/105001846033?origin=resultslist","of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, 727-0023, Japan; Agricultural Technology Department, Study Program of Agricultural Engineering, Politeknik Negeri Jember, Jember, 68101, Indonesia; Data-driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, National Institute for Materials Science, 1–2-1 Sengen, Tsukuba, 305-0047, Japan; Department of Integrated Science and Engineering for Sustainable Societies, Faculty of Science and Engineering, Chuo University, Tokyo, 112-8551, Japan","Wijaya R., of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, 727-0023, Japan, Agricultural Technology Department, Study Program of Agricultural Engineering, Politeknik Negeri Jember, Jember, 68101, Indonesia; Hidayat E., Data-driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, National Institute for Materials Science, 1–2-1 Sengen, Tsukuba, 305-0047, Japan; Yonemura S., of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, 727-0023, Japan; Samitsu S., Data-driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, National Institute for Materials Science, 1–2-1 Sengen, Tsukuba, 305-0047, Japan; Harada H., of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, 727-0023, Japan; Mitoma Y., of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, 727-0023, Japan, Department of Integrated Science and Engineering for Sustainable Societies, Faculty of Science and Engineering, Chuo University, Tokyo, 112-8551, Japan"
"Santoso I.; Rau H.; Choirun A.; Aprilianto H.C.; Lestari K.; A’yuniah S.; Kusumaningtyas O.W.","Santoso, Imam (56048554700); Rau, Hsin (7102080021); Choirun, Annisa’u (57216764892); Aprilianto, Hendri Cahya (59371095300); Lestari, Khairunnisa (59369454300); A’yuniah, Syairil (59371037500); Kusumaningtyas, Octavia Widyastuti (59369555500)","56048554700; 7102080021; 57216764892; 59371095300; 59369454300; 59371037500; 59369555500","Application of QFD in sustainable new product development in the agro-industrial sector: a systematic literature review","2024","International Journal of Sustainable Engineering","5","10.1080/19397038.2024.2417016","https://www.scopus.com/pages/publications/85206698496?origin=resultslist","Department of Agro-industrial Technology, Universitas Brawijaya, Malang, Indonesia; Department Industrial and Systems of Engineering, Chung Yuan Christian University, Taoyuan, Taiwan; Department of Agriculture Technology, Politeknik Negeri Jember, Jember, Indonesia","Santoso I., Department of Agro-industrial Technology, Universitas Brawijaya, Malang, Indonesia; Rau H., Department Industrial and Systems of Engineering, Chung Yuan Christian University, Taoyuan, Taiwan; Choirun A., Department of Agriculture Technology, Politeknik Negeri Jember, Jember, Indonesia; Aprilianto H.C., Department of Agro-industrial Technology, Universitas Brawijaya, Malang, Indonesia, Department Industrial and Systems of Engineering, Chung Yuan Christian University, Taoyuan, Taiwan; Lestari K., Department of Agro-industrial Technology, Universitas Brawijaya, Malang, Indonesia; A’yuniah S., Department of Agro-industrial Technology, Universitas Brawijaya, Malang, Indonesia; Kusumaningtyas O.W., Department of Agro-industrial Technology, Universitas Brawijaya, Malang, Indonesia"
"Hidayat E.; Sarbani N.M.M.; Samitsu S.; Irawan A.; Yonemura S.; Mitoma Y.; Harada H.","Hidayat, Endar (57214723053); Sarbani, Nur Maisarah Mohamad (58862027300); Samitsu, Sadaki (55906956800); Irawan, Andik (58379431100); Yonemura, Seiichiro (59723443300); Mitoma, Yoshiharu (35597659000); Harada, Hiroyuki (57192973645)","57214723053; 58862027300; 55906956800; 58379431100; 59723443300; 35597659000; 57192973645","Performance of unactivated and activated coffee-husk biochar under room temperature using HNO3 and NaHCO3 for indigo carmine dye adsorption from water","2025","Engineered Biocomposites for Dye Adsorption","0","10.1016/B978-0-443-29877-6.00026-3","https://www.scopus.com/pages/publications/105013698541?origin=resultslist","Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan; Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; National Institute for Materials Science, Data-Driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, Tsukuba, Japan; Politeknik Negeri Jember, Department of Engineering, Jember, Indonesia; Department of Integrated Science and Engineering for Sustainable Societies, Faculty of Science and Engineering, Chuo University, Tokyo, Japan","Hidayat E., Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan, Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan, National Institute for Materials Science, Data-Driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, Tsukuba, Japan; Sarbani N.M.M., Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan, Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Samitsu S., National Institute for Materials Science, Data-Driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, Tsukuba, Japan; Irawan A., Politeknik Negeri Jember, Department of Engineering, Jember, Indonesia; Yonemura S., Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan, Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Mitoma Y., Department of Integrated Science and Engineering for Sustainable Societies, Faculty of Science and Engineering, Chuo University, Tokyo, Japan; Harada H., Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan, Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan"
"Irawan A.; Ratriyanto A.; Respati A.N.; Ningsih N.; Fitriastuti R.; Suprayogi W.P.S.; Hadi R.F.; Setyono W.; Akhirini N.; Jayanegara A.","Irawan, Agung (57213148406); Ratriyanto, Adi (35118145700); Respati, Adib Norma (57204976433); Ningsih, Niati (57202425183); Fitriastuti, Rahma (57979264100); Suprayogi, Wara Pratitis Sabar (57204037667); Hadi, Rendi Fathoni (57208311751); Setyono, Wahyu (57213142159); Akhirini, Novi (57213270974); Jayanegara, Anuraga (36967556600)","57213148406; 35118145700; 57204976433; 57202425183; 57979264100; 57204037667; 57208311751; 57213142159; 57213270974; 36967556600","Effect of feeding fermented soybean meal on broiler chickens' performance: a meta-analysis","2022","Animal Bioscience","23","10.5713/ab.21.0546","https://www.scopus.com/pages/publications/85142505971?origin=resultslist","Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Animal Feed and Nutrition Modelling Research Group (AFENUE), Department of Nutrition and Feed Technology, Faculty of Animal Science, IPB University, Bogor, 16680, Indonesia; Department of Animal and Rangeland Sciences, Oregon State University, Corvallis, 97331, OR, United States; Department of Animal Science, Faculty of Agriculture, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Department of Animal Production, Politeknik Negeri Jember, Jember, 68124, Indonesia; Politeknik Pertanian Negeri Pangkajene Kepulauan, South Sulawesi, 90761, Indonesia; Department of Nutrition and Feed Technology, Faculty of Animal Science, IPB University, Bogor, 16680, Indonesia","Irawan A., Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia, Animal Feed and Nutrition Modelling Research Group (AFENUE), Department of Nutrition and Feed Technology, Faculty of Animal Science, IPB University, Bogor, 16680, Indonesia, Department of Animal and Rangeland Sciences, Oregon State University, Corvallis, 97331, OR, United States; Ratriyanto A., Department of Animal Science, Faculty of Agriculture, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Respati A.N., Department of Animal Production, Politeknik Negeri Jember, Jember, 68124, Indonesia; Ningsih N., Department of Animal Production, Politeknik Negeri Jember, Jember, 68124, Indonesia; Fitriastuti R., Politeknik Pertanian Negeri Pangkajene Kepulauan, South Sulawesi, 90761, Indonesia; Suprayogi W.P.S., Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Hadi R.F., Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Setyono W., Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Akhirini N., Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Jayanegara A., Animal Feed and Nutrition Modelling Research Group (AFENUE), Department of Nutrition and Feed Technology, Faculty of Animal Science, IPB University, Bogor, 16680, Indonesia, Department of Nutrition and Feed Technology, Faculty of Animal Science, IPB University, Bogor, 16680, Indonesia"
"Fanani N.Z.; Sooai A.G.; Khamid K.; Rahmanawati F.Y.; Tormasi A.; Koczy L.T.; Sumpeno S.; Purnomo M.H.","Fanani, Nurul Zainal (56596755200); Sooai, Adri Gabriel (57958160500); Khamid, K. (57225110472); Rahmanawati, Festa Yumpi (57225108473); Tormasi, Alex (55389496800); Koczy, Laszlo T. (7005328054); Sumpeno, Surya (42462707300); Purnomo, Mauridhi Hery (6602604153)","56596755200; 57958160500; 57225110472; 57225108473; 55389496800; 7005328054; 42462707300; 6602604153","Two Stages Outlier Removal as Pre-Processing Digitizer Data on Fine Motor Skills (FMS) Classification Using Covariance Estimator and Isolation Forest","2021","International Journal of Intelligent Engineering and Systems","7","10.22266/ijies2021.0831.50","https://www.scopus.com/pages/publications/85109178869?origin=resultslist","Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia; Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia; Department of Engineering, Politeknik Negeri Jember, Indonesia; Department of Computer Science, Universitas Katolik Widya Mandira, Kupang, Indonesia; Department of Informatics Engineering, Universitas Wahidiyah, Indonesia; Departement of Psychology, Universitas Muhammadiyah Jember, Indonesia; Department of Informatics Széchenyi István University, Győr, Hungary; Department of Telecommunications and Media Informatics, University of Technology and Economics, Budapest, Hungary; University Center of Excellence on Artificial Intelligence for Healthcare and Society (UCE AIHeS), Indonesia","Fanani N.Z., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Engineering, Politeknik Negeri Jember, Indonesia; Sooai A.G., Department of Computer Science, Universitas Katolik Widya Mandira, Kupang, Indonesia; Khamid K., Department of Informatics Engineering, Universitas Wahidiyah, Indonesia; Rahmanawati F.Y., Departement of Psychology, Universitas Muhammadiyah Jember, Indonesia; Tormasi A., Department of Informatics Széchenyi István University, Győr, Hungary; Koczy L.T., Department of Informatics Széchenyi István University, Győr, Hungary, Department of Telecommunications and Media Informatics, University of Technology and Economics, Budapest, Hungary; Sumpeno S., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia; Purnomo M.H., Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, Department of Computer Engineering, Institut Teknologi Sepuluh Nopember, Indonesia, University Center of Excellence on Artificial Intelligence for Healthcare and Society (UCE AIHeS), Indonesia"
"Wahyudi W.; Pambudi N.A.; Biddinika M.K.; Basori B.; Rudiyanto B.","Wahyudi, W. (57222330251); Pambudi, N.A. (37028993700); Biddinika, M.K. (26433145500); Basori, B. (57193699222); Rudiyanto, B. (56803934500)","57222330251; 37028993700; 26433145500; 57193699222; 56803934500","How vocational high-school students understand geothermal energy","2019","Journal of Physics: Conference Series","0","10.1088/1742-6596/1402/4/044059","https://www.scopus.com/pages/publications/85077796590?origin=resultslist","Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; School of Environment and Society, Tokyo Institute of Technology, 2 Chome-12-1 Ookayama, Meguro-ku, Tokyo, 152-8550, Japan; Renewable Energy Department, Jember State Polytechnic, Jember, 68121, Indonesia","Wahyudi W., Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; Pambudi N.A., Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; Biddinika M.K., School of Environment and Society, Tokyo Institute of Technology, 2 Chome-12-1 Ookayama, Meguro-ku, Tokyo, 152-8550, Japan; Basori B., Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; Rudiyanto B., Renewable Energy Department, Jember State Polytechnic, Jember, 68121, Indonesia"
"Irawan A.; McLellan B.C.","Irawan, Andik (58379431100); McLellan, Benjamin C. (7005154986)","58379431100; 7005154986","A comparison of life cycle assessment (LCA) of Andungsari Arabica coffee processing technologies towards lower environmental impact.","2024","Journal of Cleaner Production","13","10.1016/j.jclepro.2024.141561","https://www.scopus.com/pages/publications/85187108119?origin=resultslist","Department of Socio-Environmental Energy Science, Graduate School of Energy Science, Kyoto University, Japan; Department of Engineering, Politeknik Negeri Jember, Jember, Indonesia","Irawan A., Department of Socio-Environmental Energy Science, Graduate School of Energy Science, Kyoto University, Japan, Department of Engineering, Politeknik Negeri Jember, Jember, Indonesia; McLellan B.C., Department of Socio-Environmental Energy Science, Graduate School of Energy Science, Kyoto University, Japan"
"Mahanani R.S.; Hidayat T.; Wardatic I.; Galushasti A.; Wiyono L.C.","Mahanani, Retno Sari (57222962392); Hidayat, Taufik (57221836826); Wardatic, Irma (57205074443); Galushasti, Andarula (57223392134); Wiyono, Luluk Cahyo (57214779754)","57222962392; 57221836826; 57205074443; 57223392134; 57214779754","Local economic development strategies to increase economic growth in agrotourism areas; [Lokalna strategia rozwoju ukierunkowana na zwiększenie wzrostu gospodarczego na obszarach agroturystycznych]","2021","Turyzm/Tourism","6","10.18778/0867-5856.31.2.07","https://www.scopus.com/pages/publications/85128864531?origin=resultslist","Politeknik Negeri Jember, Department of Agribusiness Management","Mahanani R.S., Politeknik Negeri Jember, Department of Agribusiness Management; Hidayat T., Politeknik Negeri Jember, Department of Agribusiness Management; Wardatic I., Politeknik Negeri Jember, Department of Agribusiness Management; Galushasti A., Politeknik Negeri Jember, Department of Agribusiness Management; Wiyono L.C., Politeknik Negeri Jember, Department of Agribusiness Management"
